InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_EC16ads_v5,,,16.0,128,,1.184,0.8288,westeurope,"V1,V2"
Standard_EC16as_cc_v5,,,16.0,128,,1.096,0.274,westeurope,V2
Standard_EC16as_v5,,,16.0,128,,1.096,0.7672,westeurope,"V1,V2"
Standard_EC16eds_v5,,,16.0,128,,1.384,0.346,westeurope,V2
Standard_EC16es_v5,,,16.0,128,,1.216,0.304,westeurope,V2
Standard_EC20ads_cc_v5,,,20.0,160,,1.58,0.395,westeurope,V2
Standard_EC20ads_v5,,,20.0,160,,1.48,1.036,westeurope,"V1,V2"
Standard_EC20as_cc_v5,,,20.0,160,,1.37,0.3425,westeurope,V2
Standard_EC20as_v5,,,20.0,160,,1.37,0.959,westeurope,"V1,V2"
Standard_EC2ads_v5,,,2.0,16,,0.148,0.1036,westeurope,"V1,V2"
Standard_EC2as_v5,,,2.0,16,,0.137,0.0959,westeurope,"V1,V2"
Standard_EC2eds_v5,,,2.0,16,,0.173,0.04325,westeurope,V2
Standard_EC2es_v5,,,2.0,16,,0.152,0.038,westeurope,V2
Standard_EC32ads_cc_v5,,,32.0,192,,2.528,0.632,westeurope,V2
Standard_EC32ads_v5,,,32.0,192,,2.368,1.6576,westeurope,"V1,V2"
Standard_EC32as_cc_v5,,,32.0,192,,2.192,0.548,westeurope,V2
Standard_EC32as_v5,,,32.0,192,,2.192,1.5344,westeurope,"V1,V2"
Standard_EC32eds_v5,,,32.0,256,,2.768,0.692,westeurope,V2
Standard_EC32es_v5,,,32.0,256,,2.432,0.608,westeurope,V2
Standard_EC48ads_cc_v5,,,48.0,384,,3.792,0.948,westeurope,V2
Standard_EC48ads_v5,,,48.0,384,,3.552,2.4864,westeurope,"V1,V2"
Standard_EC48as_cc_v5,,,48.0,384,,3.288,0.822,westeurope,V2
Standard_EC48as_v5,,,48.0,384,,3.288,2.3016,westeurope,"V1,V2"
Standard_EC48eds_v5,,,48.0,384,,4.152,1.038,westeurope,V2
Standard_EC48es_v5,,,48.0,384,,3.648,0.912,westeurope,V2
Standard_EC4ads_cc_v5,,,4.0,32,,0.316,0.079,westeurope,V2
Standard_EC4ads_v5,,,4.0,32,,0.296,0.2072,westeurope,"V1,V2"
Standard_EC4as_cc_v5,,,4.0,32,,0.274,0.0685,westeurope,V2
Standard_EC4as_v5,,,4.0,32,,0.274,0.1918,westeurope,"V1,V2"
Standard_EC4eds_v5,,,4.0,32,,0.346,0.0865,westeurope,V2
Standard_EC4es_v5,,,4.0,32,,0.304,0.076,westeurope,V2
Standard_EC64ads_cc_v5,,,64.0,512,,5.056,1.264,westeurope,V2
Standard_EC64ads_v5,,,64.0,512,,4.736,3.3152,westeurope,"V1,V2"
Standard_EC64as_cc_v5,,,64.0,512,,4.384,1.096,westeurope,V2
Standard_EC64as_v5,,,64.0,512,,4.384,3.0688,westeurope,"V1,V2"
Standard_EC64eds_v5,,,64.0,512,,5.536,1.384,westeurope,V2
Standard_EC64es_v5,,,64.0,512,,4.864,1.216,westeurope,V2
Standard_EC8ads_cc_v5,,,8.0,64,,0.632,0.158,westeurope,V2
Standard_EC8ads_v5,,,8.0,64,,0.592,0.4144,westeurope,"V1,V2"
Standard_EC8as_cc_v5,,,8.0,64,,0.548,0.137,westeurope,V2
Standard_EC8as_v5,,,8.0,64,,0.548,0.3836,westeurope,"V1,V2"
Standard_EC8eds_v5,,,8.0,64,,0.692,0.173,westeurope,V2
Standard_EC8es_v5,,,8.0,64,,0.608,0.152,westeurope,V2
Standard_EC96ads_cc_v5,,,96.0,672,,7.584,1.896,westeurope,V2
Standard_EC96ads_v5,,,96.0,672,,7.104,4.9728,westeurope,"V1,V2"
Standard_EC96as_cc_v5,,,96.0,672,,6.576,1.644,westeurope,V2
Standard_EC96as_v5,,,96.0,672,,6.576,4.6032,westeurope,"V1,V2"
Standard_EC96iads_v5,,,96.0,672,,7.814,5.4698,westeurope,"V1,V2"
Standard_EC96ias_v5,,,96.0,672,,7.234,5.0638,westeurope,"V1,V2"
Standard_F1,,,1.0,2,,0.0568,0.006248,westeurope,V1
Standard_F16,,,16.0,32,,0.909,0.09999,westeurope,V1
Standard_F16s,,,16.0,32,,0.909,0.09999,westeurope,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.776,0.085593,westeurope,"V1,V2"
Standard_F1s,,,1.0,2,,0.0568,0.006248,westeurope,"V1,V2"
Standard_F2,,,2.0,4,,0.114,0.01254,westeurope,V1
Standard_F2s,,,2.0,4,,0.114,0.01254,westeurope,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.097,0.010699,westeurope,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.552,0.171186,westeurope,"V1,V2"
Standard_F4,,,4.0,8,,0.227,0.02497,westeurope,V1
Standard_F48s_v2,,,48.0,96,,2.328,0.256778,westeurope,"V1,V2"
Standard_F4s,,,4.0,8,,0.227,0.02497,westeurope,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.194,0.021398,westeurope,"V1,V2"
Standard_F64s_v2,,,64.0,128,,3.104,0.342371,westeurope,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.492,0.385168,westeurope,"V1,V2"
Standard_F8,,,8.0,16,,0.454,0.04994,westeurope,V1
Standard_F8s,,,8.0,16,,0.454,0.04994,westeurope,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.388,0.042796,westeurope,"V1,V2"
Standard_FX12mds,,,12.0,252,,1.35,0.1485,westeurope,V2
Standard_FX24mds,,,24.0,504,,2.7,0.297,westeurope,V2
Standard_FX36mds,,,36.0,756,,4.05,0.4455,westeurope,V2
Standard_FX48mds,,,48.0,1008,,5.4,0.594,westeurope,V2
Standard_FX4mds,,,4.0,84,,0.45,0.0495,westeurope,V2
Standard_G1,,,2.0,28,,0.7,0.077,westeurope,V1
Standard_G2,,,4.0,56,,1.4,0.154,westeurope,V1
Standard_G3,,,8.0,112,,2.8,0.308,westeurope,V1
Standard_G4,,,16.0,224,,5.6,0.616,westeurope,V1
Standard_G5,,,32.0,448,,9.99,1.0989,westeurope,V1
Standard_GS1,,,2.0,28,,0.7,0.077,westeurope,"V1,V2"
Standard_GS2,,,4.0,56,,1.4,0.154,westeurope,"V1,V2"
Standard_GS3,,,8.0,112,,2.8,0.308,westeurope,"V1,V2"
Standard_GS4,,,16.0,224,,5.6,0.616,westeurope,"V1,V2"
Standard_GS4-4,,,16.0,224,,5.6,0.616,westeurope,"V1,V2"
Standard_GS4-8,,,16.0,224,,5.6,0.616,westeurope,"V1,V2"
Standard_GS5,,,32.0,448,,9.99,1.0989,westeurope,"V1,V2"
Standard_GS5-16,,,32.0,448,,9.99,1.0989,westeurope,"V1,V2"
Standard_GS5-8,,,32.0,448,,9.99,1.0989,westeurope,"V1,V2"
Standard_HB120-16rs_v2,,,120.0,456,,4.68,0.794196,westeurope,"V1,V2"
Standard_HB120-16rs_v3,,,120.0,456,,4.68,0.5148,westeurope,"V1,V2"
Standard_HB120-32rs_v2,,,120.0,456,,4.68,0.794196,westeurope,"V1,V2"
Standard_HB120-32rs_v3,,,120.0,456,,4.68,0.5148,westeurope,"V1,V2"
Standard_HB120-64rs_v2,,,120.0,456,,4.68,0.794196,westeurope,"V1,V2"
Standard_HB120-64rs_v3,,,120.0,456,,4.68,0.5148,westeurope,"V1,V2"
Standard_HB120-96rs_v2,,,120.0,456,,4.68,0.794196,westeurope,"V1,V2"
Standard_HB120-96rs_v3,,,120.0,456,,4.68,0.5148,westeurope,"V1,V2"
Standard_HB120rs_v2,,,120.0,456,,4.68,0.794196,westeurope,"V1,V2"
Standard_HB120rs_v3,,,120.0,456,,4.68,0.5148,westeurope,"V1,V2"
Standard_HB60-15rs,,,15.0,228,,2.964,0.32604,westeurope,"V1,V2"
Standard_HB60-30rs,,,30.0,228,,2.964,0.32604,westeurope,"V1,V2"
Standard_HB60-45rs,,,45.0,228,,2.964,0.32604,westeurope,"V1,V2"
Standard_HB60rs,,,60.0,228,,2.964,0.32604,westeurope,"V1,V2"
Standard_HC44-16rs,,,16.0,352,,4.118,0.45298,westeurope,"V1,V2"
Standard_HC44-32rs,,,32.0,352,,4.118,0.45298,westeurope,"V1,V2"
Standard_HC44rs,,,44.0,352,,4.118,0.45298,westeurope,"V1,V2"
Standard_L16as_v3,,,16.0,128,,1.488,0.16368,westeurope,"V1,V2"
Standard_L16s,,,16.0,128,,1.488,0.16368,westeurope,"V1,V2"
Standard_L16s_v2,,,16.0,128,,1.488,0.16368,westeurope,"V1,V2"
Standard_L16s_v3,,,16.0,128,,1.664,0.18304,westeurope,"V1,V2"
Standard_L32as_v3,,,32.0,256,,2.976,0.32736,westeurope,"V1,V2"
Standard_L32s,,,32.0,256,,2.976,0.32736,westeurope,"V1,V2"
Standard_L32s_v2,,,32.0,256,,2.976,0.32736,westeurope,"V1,V2"
Standard_L32s_v3,,,32.0,256,,3.328,0.36608,westeurope,"V1,V2"
Standard_L48as_v3,,,48.0,384,,4.464,0.49104,westeurope,"V1,V2"
Standard_L48s_v2,,,48.0,384,,4.464,0.49104,westeurope,"V1,V2"
Standard_L48s_v3,,,48.0,384,,4.992,0.54912,westeurope,"V1,V2"
Standard_L4s,,,4.0,32,,0.372,0.04092,westeurope,"V1,V2"
Standard_L64as_v3,,,64.0,512,,5.952,0.65472,westeurope,"V1,V2"
Standard_L64s_v2,,,64.0,512,,5.952,0.65472,westeurope,"V1,V2"
Standard_L64s_v3,,,64.0,512,,6.656,0.73216,westeurope,"V1,V2"
Standard_L80as_v3,,,80.0,640,,7.44,0.8184,westeurope,"V1,V2"
Standard_L80s_v2,,,80.0,640,,7.44,0.8184,westeurope,"V1,V2"
Standard_L80s_v3,,,80.0,640,,8.32,0.9152,westeurope,"V1,V2"
Standard_L8as_v3,,,8.0,64,,0.744,0.08184,westeurope,"V1,V2"
Standard_L8s,,,8.0,64,,0.744,0.08184,westeurope,"V1,V2"
Standard_L8s_v2,,,8.0,64,,0.744,0.08184,westeurope,"V1,V2"
Standard_L8s_v3,,,8.0,64,,0.832,0.09152,westeurope,"V1,V2"
Standard_M128,,,128.0,2048,,18.673,2.05403,westeurope,"V1,V2"
Standard_M128-32ms,,,128.0,3892,,37.3632,4.109952,westeurope,"V1,V2"
Standard_M128-64ms,,,128.0,3892,,37.3632,4.109952,westeurope,"V1,V2"
Standard_M128dms_v2,,,128.0,3892,,37.366,4.11026,westeurope,V2
Standard_M128ds_v2,,,128.0,2048,,18.676,2.05436,westeurope,V2
Standard_M128m,,,128.0,3892,,37.3632,4.109952,westeurope,"V1,V2"
Standard_M128ms,,,128.0,3892,,37.3632,4.109952,westeurope,"V1,V2"
Standard_M128ms_v2,,,128.0,3892,,36.777,4.04547,westeurope,V2
Standard_M128s,,,128.0,2048,,18.673,2.05403,westeurope,"V1,V2"
Standard_M128s_v2,,,128.0,2048,,18.087,1.98957,westeurope,V2
Standard_M12ds_v3,,,12.0,240,,2.28,0.57,westeurope,V2
Standard_M12s_v3,,,12.0,240,,2.15,0.5375,westeurope,V2
Standard_M16-4ms,,,16.0,437.5,,4.3022,0.473242,westeurope,"V1,V2"
Standard_M16-8ms,,,16.0,437.5,,4.3022,0.473242,westeurope,"V1,V2"
Standard_M16ms,,,16.0,437.5,,4.3022,0.473242,westeurope,"V1,V2"
Standard_M176ds_3_v3,,,176.0,2794,,26.6,6.65,westeurope,V2
Standard_M176ds_4_v3,,,176.0,3892,,37.05,9.2625,westeurope,V2
Standard_M176s_3_v3,,,176.0,2794,,25.03,6.2575,westeurope,V2
Standard_M176s_4_v3,,,176.0,3892,,34.87,8.7175,westeurope,V2
Standard_M192idms_v2,,,192.0,4096,,44.889,4.93779,westeurope,V2
Standard_M192ids_v2,,,192.0,2048,,22.445,2.46895,westeurope,V2
Standard_M192ims_v2,,,192.0,4096,,44.3,4.873,westeurope,V2
Standard_M192is_v2,,,192.0,2048,,21.856,2.40416,westeurope,V2
Standard_M208ms_v2,,,208.0,5700,,53.544,5.88984,westeurope,V2
Standard_M208s_v2,,,208.0,2850,,26.772,2.94492,westeurope,V2
Standard_M24ds_v3,,,24.0,480,,4.57,1.1425,westeurope,V2
Standard_M24s_v3,,,24.0,480,,4.3,1.075,westeurope,V2
Standard_M32-16ms,,,32.0,875,,8.6044,0.946484,westeurope,"V1,V2"
Standard_M32-8ms,,,32.0,875,,8.6044,0.946484,westeurope,"V1,V2"
Standard_M32dms_v2,,,32.0,875,,8.604,0.94644,westeurope,V2
Standard_M32ls,,,32.0,256,,3.4476,0.379236,westeurope,"V1,V2"
Standard_M32ms,,,32.0,875,,8.6044,0.946484,westeurope,"V1,V2"
Standard_M32ms_v2,,,32.0,875,,8.457,0.93027,westeurope,V2
Standard_M32ts,,,32.0,192,,3.248,0.35728,westeurope,"V1,V2"
Standard_M416-208ms_v2,,,416.0,11400,,118.98,13.0878,westeurope,V2
Standard_M416-208s_v2,,,416.0,5700,,59.496,6.54456,westeurope,V2
Standard_M416ms_v2,,,416.0,11400,,118.98,13.0878,westeurope,V2
Standard_M416s_8_v2,,,416.0,7600,,79.75,8.7725,westeurope,V2
Standard_M416s_v2,,,416.0,5700,,59.496,6.54456,westeurope,V2
Standard_M48ds_1_v3,,,48.0,974,,9.27,2.3175,westeurope,V2
Standard_M48s_1_v3,,,48.0,974,,8.73,2.1825,westeurope,V2
Standard_M64,,,64.0,1024,,9.337,1.02707,westeurope,"V1,V2"
Standard_M64-16ms,,,64.0,1792,,14.472,1.59192,westeurope,"V1,V2"
Standard_M64-32ms,,,64.0,1792,,14.472,1.59192,westeurope,"V1,V2"
Standard_M64dms_v2,,,64.0,1792,,14.476,1.59236,westeurope,V2
Standard_M64ds_v2,,,64.0,1024,,9.337,1.02707,westeurope,V2
Standard_M64ls,,,64.0,512,,6.498,0.71478,westeurope,"V1,V2"
Standard_M64m,,,64.0,1792,,14.472,1.59192,westeurope,"V1,V2"
Standard_M64ms,,,64.0,1792,,14.472,1.59192,westeurope,"V1,V2"
Standard_M64ms_v2,,,64.0,1792,,14.181,1.55991,westeurope,V2
Standard_M64s,,,64.0,1024,,9.337,1.02707,westeurope,"V1,V2"
Standard_M64s_v2,,,64.0,1024,,9.042,0.99462,westeurope,V2
Standard_M8-2ms,,,8.0,218.75,,2.1511,0.236621,westeurope,"V1,V2"
Standard_M8-4ms,,,8.0,218.75,,2.1511,0.236621,westeurope,"V1,V2"
Standard_M8ms,,,8.0,218.75,,2.1511,0.236621,westeurope,"V1,V2"
Standard_M96ds_1_v3,,,96.0,974,,13.9,3.475,westeurope,V2
Standard_M96ds_2_v3,,,96.0,1946,,18.53,4.6325,westeurope,V2
Standard_M96s_1_v3,,,96.0,974,,13.08,3.27,westeurope,V2
Standard_M96s_2_v3,,,96.0,1946,,17.44,4.36,westeurope,V2
Standard_NC12s_v3,V100,2,12.0,224,V100,7.646,0.84106,westeurope,"V1,V2"
Standard_NC16as_T4_v3,T4,1,16.0,110,T4,1.505,0.18075,westeurope,"V1,V2"
Standard_NC24ads_A100_v4,A100-80GB,1,24.0,220,A100-80GB,4.775,0.730575,westeurope,V2
Standard_NC24rs_v3,V100,4,24.0,448,V100,16.821,1.85031,westeurope,"V1,V2"
Standard_NC24s_v3,V100,4,24.0,448,V100,15.292,1.68212,westeurope,"V1,V2"
Standard_NC40ads_H100_v5,H100,1,40.0,320,H100,9.08,9.08,westeurope,V2
Standard_NC48ads_A100_v4,A100-80GB,2,48.0,440,A100-80GB,9.55,1.46115,westeurope,V2
Standard_NC4as_T4_v3,T4,1,4.0,28,T4,0.658,0.079026,westeurope,"V1,V2"
Standard_NC64as_T4_v3,T4,4,64.0,440,T4,5.44,0.653344,westeurope,"V1,V2"
Standard_NC6s_v3,V100,1,6.0,112,V100,3.823,0.42053,westeurope,"V1,V2"
Standard_NC80adis_H100_v5,H100,2,80.0,640,H100,18.16,18.16,westeurope,V2
Standard_NC8as_T4_v3,T4,1,8.0,56,T4,0.94,0.112894,westeurope,"V1,V2"
Standard_NC96ads_A100_v4,A100-80GB,4,96.0,880,A100-80GB,19.1,2.9223,westeurope,V2
Standard_ND40rs_v2,V100-32GB,8,40.0,672,V100-32GB,27.526,3.179253,westeurope,V2
Standard_ND96amsr_A100_v4,A100-80GB,8,96.0,1800,A100-80GB,40.962,4.50582,westeurope,V2
Standard_ND96asr_v4,A100,8,96.0,900,A100,35.357,3.88927,westeurope,V2
Standard_ND96isr_H100_v5,H100,12,96.0,1900,H100,127.816,127.816,westeurope,V2
Standard_NG16ads_V620_v1,,,16.0,32,,2.36,0.59,westeurope,"V1,V2"
Standard_NG32adms_V620_v1,,,32.0,176,,,,westeurope,"V1,V2"
Standard_NG32ads_V620_v1,,,32.0,64,,4.719,1.17975,westeurope,"V1,V2"
Standard_NG8ads_V620_v1,,,8.0,16,,1.18,0.295,westeurope,"V1,V2"
Standard_NP10s,,,10.0,168,,2.145,0.23595,westeurope,V1
Standard_NP20s,,,20.0,336,,4.29,0.4719,westeurope,"V1,V2"
Standard_NP40s,,,40.0,672,,8.58,0.9438,westeurope,"V1,V2"
Standard_NV12s_v3,M60,1,12.0,112,M60,1.426,0.15686,westeurope,"V1,V2"
Standard_NV16as_v4,Radeon MI25,1,16.0,56,Radeon MI25,1.165,0.12815,westeurope,"V1,V2"
Standard_NV24s_v3,M60,2,24.0,224,M60,2.85,0.3135,westeurope,"V1,V2"
Standard_NV32as_v4,Radeon MI25,1,32.0,112,Radeon MI25,2.33,0.2563,westeurope,"V1,V2"
Standard_NV36adms_A10_v5,A10,1,36.0,880,A10,5.876,1.469,westeurope,"V1,V2"
Standard_NV36ads_A10_v5,A10,1,36.0,440,A10,4.16,1.04,westeurope,"V1,V2"
Standard_NV48s_v3,M60,4,48.0,448,M60,5.7,0.627,westeurope,"V1,V2"
Standard_NV4as_v4,Radeon MI25,1,4.0,14,Radeon MI25,0.291,0.03201,westeurope,"V1,V2"
Standard_NV72ads_A10_v5,A10,2,72.0,880,A10,8.476,2.119,westeurope,"V1,V2"
Standard_NV8as_v4,Radeon MI25,1,8.0,28,Radeon MI25,0.582,0.06402,westeurope,"V1,V2"
